Info 0    [00:12:50.691] Starting TS Server
Info 603  [00:19:18.172] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 604  [00:19:18.191] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false Elapsed: 18.1911860704422ms
Info 605  [00:19:18.191] Different program with same set of files:: structureIsReused:: 2
Info 606  [00:19:19.553] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 607  [00:19:19.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false Elapsed: 19.34444296360016ms
Info 608  [00:19:19.573] Different program with same set of files:: structureIsReused:: 2
Info 609  [00:19:19.575] getCompletionData: Get current token: 0.04541206359863281
Info 610  [00:19:19.576] getCompletionData: Is inside comment: 0.17968404293060303
Info 611  [00:19:19.576] getCompletionData: Get previous token 1: 0.1559809446334839
Info 612  [00:19:19.576] getCompletionData: Get previous token 2: 0.10355997085571289
Info 613  [00:19:19.576] getCompletionsAtPosition: isCompletionListBlocker: 0.007794976234436035
Info 614  [00:19:19.584] getSymbolsFromOtherSourceFileExports: Using cached list
Info 615  [00:19:19.589] getCompletionData: Semantic work: 12.3347669839859
Info 616  [00:19:19.593] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.696499943733215
Info 617  [00:19:19.716] getCompletionData: Get current token: 0.018700003623962402
Info 618  [00:19:19.716] getCompletionData: Is inside comment: 0.06692802906036377
Info 619  [00:19:19.716] getCompletionData: Get previous token 1: 0.05472707748413086
Info 620  [00:19:19.716] getCompletionData: Get previous token 2: 0.05753004550933838
Info 621  [00:19:19.716] getCompletionsAtPosition: isCompletionListBlocker: 0.018465042114257812
Info 622  [00:19:19.721] getSymbolsFromOtherSourceFileExports: Using cached list
Info 623  [00:19:19.724] getCompletionData: Semantic work: 8.324450016021729
Info 624  [00:19:19.732] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.46238100528717
Info 625  [00:19:19.754] getCompletionData: Get current token: 0.017268061637878418
Info 626  [00:19:19.754] getCompletionData: Is inside comment: 0.06541502475738525
Info 627  [00:19:19.754] getCompletionData: Get previous token 1: 0.05316197872161865
Info 628  [00:19:19.754] getCompletionData: Get previous token 2: 0.05672097206115723
Info 629  [00:19:19.754] getCompletionsAtPosition: isCompletionListBlocker: 0.01281595230102539
Info 630  [00:19:19.758] getSymbolsFromOtherSourceFileExports: Using cached list
Info 631  [00:19:19.759] getCompletionData: Semantic work: 5.199527025222778
Info 632  [00:19:19.764] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.874485969543457
Info 633  [00:19:19.769] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 634  [00:19:19.776] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: false Elapsed: 7.022485017776489ms
Info 635  [00:19:19.776] Different program with same set of files:: structureIsReused:: 2
Info 636  [00:19:21.162] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 637  [00:19:21.188] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: false Elapsed: 25.773829102516174ms
Info 638  [00:19:21.188] Different program with same set of files:: structureIsReused:: 2
Info 639  [00:19:21.466] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 640  [00:19:21.483] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: false Elapsed: 16.23961305618286ms
Info 641  [00:19:21.483] Different program with same set of files:: structureIsReused:: 2
Info 642  [00:20:01.574] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 643  [00:20:01.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: false Elapsed: 32.56000006198883ms
Info 644  [00:20:01.607] Different program with same set of files:: structureIsReused:: 2
Info 645  [00:20:01.792] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 646  [00:20:01.803] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false Elapsed: 11.074998021125793ms
Info 647  [00:20:01.803] Different program with same set of files:: structureIsReused:: 2
Info 648  [00:20:03.064] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 649  [00:20:03.089] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false Elapsed: 24.855568051338196ms
Info 650  [00:20:03.089] Different program with same set of files:: structureIsReused:: 2
Info 651  [00:20:03.099] getCompletionData: Get current token: 0.17467498779296875
Info 652  [00:20:03.099] getCompletionData: Is inside comment: 0.19955098628997803
Info 653  [00:20:03.100] getCompletionData: Get previous token 1: 0.08822798728942871
Info 654  [00:20:03.100] getCompletionData: Get previous token 2: 0.06594991683959961
Info 655  [00:20:03.101] getCompletionsAtPosition: isCompletionListBlocker: 0.4981510639190674
Info 656  [00:20:03.840] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 657  [00:20:03.858] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false Elapsed: 17.93940305709839ms
Info 658  [00:20:03.858] Different program with same set of files:: structureIsReused:: 2
Info 659  [00:20:03.861] getCompletionData: Get current token: 0.04130399227142334
Info 660  [00:20:03.862] getCompletionData: Is inside comment: 0.10151898860931396
Info 661  [00:20:03.862] getCompletionData: Get previous token 1: 0.07507109642028809
Info 662  [00:20:03.863] getCompletionsAtPosition: isCompletionListBlocker: 0.6955989599227905
Info 663  [00:20:03.877] getSymbolsFromOtherSourceFileExports: Using cached list
Info 664  [00:20:03.883] getCompletionData: Semantic work: 19.718652963638306
Info 665  [00:20:03.889] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.716549038887024
Info 666  [00:20:03.896] getCompletionData: Get current token: 0.01663994789123535
Info 667  [00:20:03.896] getCompletionData: Is inside comment: 0.046302080154418945
Info 668  [00:20:03.896] getCompletionData: Get previous token 1: 0.02972710132598877
Info 669  [00:20:03.896] getCompletionsAtPosition: isCompletionListBlocker: 0.020295023918151855
Info 670  [00:20:03.900] getSymbolsFromOtherSourceFileExports: Using cached list
Info 671  [00:20:03.904] getCompletionData: Semantic work: 7.387540936470032
Info 672  [00:20:03.912] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.362336993217468
Info 673  [00:20:03.918] getCompletionData: Get current token: 0.031208038330078125
Info 674  [00:20:03.919] getCompletionData: Is inside comment: 0.040480971336364746
Info 675  [00:20:03.919] getCompletionData: Get previous token 1: 0.032554030418395996
Info 676  [00:20:03.919] getCompletionsAtPosition: isCompletionListBlocker: 0.023965001106262207
Info 677  [00:20:03.923] getSymbolsFromOtherSourceFileExports: Using cached list
Info 678  [00:20:03.925] getCompletionData: Semantic work: 5.851599931716919
Info 679  [00:20:03.931] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.77823007106781
Info 680  [00:20:05.161] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 681  [00:20:05.181] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 127 structureChanged: false Elapsed: 19.3103209733963ms
Info 682  [00:20:05.181] Different program with same set of files:: structureIsReused:: 2
Info 683  [00:20:05.863] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 684  [00:20:05.886] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 128 structureChanged: false Elapsed: 22.618274927139282ms
Info 685  [00:20:05.886] Different program with same set of files:: structureIsReused:: 2
Info 686  [00:20:06.748] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 687  [00:20:06.766] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 129 structureChanged: false Elapsed: 18.272274017333984ms
Info 688  [00:20:06.766] Different program with same set of files:: structureIsReused:: 2
Info 689  [00:20:07.523] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 690  [00:20:07.543] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false Elapsed: 20.156593084335327ms
Info 691  [00:20:07.543] Different program with same set of files:: structureIsReused:: 2
Info 692  [00:20:08.714] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 693  [00:20:08.734] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 131 structureChanged: false Elapsed: 20.125952005386353ms
Info 694  [00:20:08.735] Different program with same set of files:: structureIsReused:: 2
Info 695  [00:20:08.736] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 696  [00:20:08.753] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 132 structureChanged: false Elapsed: 16.846824049949646ms
Info 697  [00:20:08.753] Different program with same set of files:: structureIsReused:: 2
Info 698  [00:20:08.971] getCompletionData: Get current token: 0.015486001968383789
Info 699  [00:20:08.972] getCompletionData: Is inside comment: 0.05579495429992676
Info 700  [00:20:08.972] getCompletionData: Get previous token 1: 0.04252898693084717
Info 701  [00:20:08.972] getCompletionData: Get previous token 2: 0.0460660457611084
Info 702  [00:20:08.972] getCompletionsAtPosition: isCompletionListBlocker: 0.1103140115737915
Info 703  [00:20:09.857] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 704  [00:20:09.873] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 133 structureChanged: false Elapsed: 15.947754979133606ms
Info 705  [00:20:09.873] Different program with same set of files:: structureIsReused:: 2
Info 706  [00:20:10.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 707  [00:20:10.325] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 134 structureChanged: false Elapsed: 19.850041031837463ms
Info 708  [00:20:10.325] Different program with same set of files:: structureIsReused:: 2
Info 709  [00:20:10.582] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 710  [00:20:10.591] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 135 structureChanged: false Elapsed: 8.708874940872192ms
Info 711  [00:20:10.591] Different program with same set of files:: structureIsReused:: 2
Info 712  [00:20:11.963] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 713  [00:20:11.985] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 136 structureChanged: false Elapsed: 21.757364988327026ms
Info 714  [00:20:11.985] Different program with same set of files:: structureIsReused:: 2
Info 715  [00:20:11.987] getCompletionData: Get current token: 0.029018044471740723
Info 716  [00:20:11.987] getCompletionData: Is inside comment: 0.08512306213378906
Info 717  [00:20:11.987] getCompletionData: Get previous token 1: 0.06933093070983887
Info 718  [00:20:11.987] getCompletionData: Get previous token 2: 0.08325695991516113
Info 719  [00:20:11.987] getCompletionsAtPosition: isCompletionListBlocker: 0.011664986610412598
Info 720  [00:20:11.996] getSymbolsFromOtherSourceFileExports: Using cached list
Info 721  [00:20:12.000] getCompletionData: Semantic work: 12.771657943725586
Info 722  [00:20:12.006] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.316206932067871
Info 723  [00:20:12.023] getCompletionData: Get current token: 0.01756894588470459
Info 724  [00:20:12.023] getCompletionData: Is inside comment: 0.054728031158447266
Info 725  [00:20:12.023] getCompletionData: Get previous token 1: 0.04228496551513672
Info 726  [00:20:12.023] getCompletionData: Get previous token 2: 0.044827938079833984
Info 727  [00:20:12.023] getCompletionsAtPosition: isCompletionListBlocker: 0.005568981170654297
Info 728  [00:20:12.028] getSymbolsFromOtherSourceFileExports: Using cached list
Info 729  [00:20:12.032] getCompletionData: Semantic work: 8.29848599433899
Info 730  [00:20:12.037] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.828902006149292
Info 731  [00:20:12.045] getCompletionData: Get current token: 0.015526056289672852
Info 732  [00:20:12.045] getCompletionData: Is inside comment: 0.050743937492370605
Info 733  [00:20:12.045] getCompletionData: Get previous token 1: 0.03979802131652832
Info 734  [00:20:12.045] getCompletionData: Get previous token 2: 0.04178595542907715
Info 735  [00:20:12.045] getCompletionsAtPosition: isCompletionListBlocker: 0.00515294075012207
Info 736  [00:20:12.053] getSymbolsFromOtherSourceFileExports: Using cached list
Info 737  [00:20:12.054] getCompletionData: Semantic work: 8.636902928352356
Info 738  [00:20:12.059] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.205104947090149
Info 739  [00:20:12.062] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 740  [00:20:12.068] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 137 structureChanged: false Elapsed: 5.978477954864502ms
Info 741  [00:20:12.068] Different program with same set of files:: structureIsReused:: 2
Info 742  [00:20:14.054] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 743  [00:20:14.075] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 138 structureChanged: false Elapsed: 20.80405306816101ms
Info 744  [00:20:14.075] Different program with same set of files:: structureIsReused:: 2
Info 745  [00:20:15.932] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 746  [00:20:15.979] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 139 structureChanged: true Elapsed: 47.00859808921814ms
Info 747  [00:20:15.979] Different program with same set of files:: structureIsReused:: 1
Info 748  [00:20:16.902] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 749  [00:20:16.966] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 140 structureChanged: true Elapsed: 63.8007949590683ms
Info 750  [00:20:16.966] Different program with same set of files:: structureIsReused:: 1
Info 751  [00:20:17.457] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 752  [00:20:17.507] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 141 structureChanged: true Elapsed: 49.408262968063354ms
Info 753  [00:20:17.507] Different program with same set of files:: structureIsReused:: 1
Info 754  [00:20:17.922] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 755  [00:20:17.940] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 142 structureChanged: false Elapsed: 17.664875984191895ms
Info 756  [00:20:17.940] Different program with same set of files:: structureIsReused:: 2
Info 757  [00:20:18.882] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 758  [00:20:18.946] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 143 structureChanged: true Elapsed: 64.06628000736237ms
Info 759  [00:20:18.946] Different program with same set of files:: structureIsReused:: 1
Info 760  [00:20:19.495] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 761  [00:20:19.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 144 structureChanged: true Elapsed: 58.2340989112854ms
Info 762  [00:20:19.553] Different program with same set of files:: structureIsReused:: 1
Info 763  [00:20:20.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 764  [00:20:20.162] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 145 structureChanged: false Elapsed: 29.00391697883606ms
Info 765  [00:20:20.162] Different program with same set of files:: structureIsReused:: 2
Info 766  [00:20:22.864] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 767  [00:20:22.887] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 146 structureChanged: false Elapsed: 22.37084996700287ms
Info 768  [00:20:22.887] Different program with same set of files:: structureIsReused:: 2
Info 769  [00:20:23.448] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 770  [00:20:23.466] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 147 structureChanged: false Elapsed: 17.186238050460815ms
Info 771  [00:20:23.466] Different program with same set of files:: structureIsReused:: 2
Info 772  [00:20:23.953] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 773  [00:20:23.973] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 148 structureChanged: false Elapsed: 19.62403106689453ms
Info 774  [00:20:23.973] Different program with same set of files:: structureIsReused:: 2
Info 775  [00:20:23.975] getCompletionData: Get current token: 0.044267892837524414
Info 776  [00:20:23.975] getCompletionData: Is inside comment: 0.07646501064300537
Info 777  [00:20:23.976] getCompletionData: Get previous token 1: 0.044528961181640625
Info 778  [00:20:23.976] getCompletionData: Get previous token 2: 0.05978107452392578
Info 779  [00:20:23.976] getCompletionsAtPosition: isCompletionListBlocker: 0.022119998931884766
Info 780  [00:20:23.976] Returning an empty list because completion was requested in an invalid position.
Info 781  [00:20:24.347] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 782  [00:20:24.351] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 149 structureChanged: false Elapsed: 4.084814071655273ms
Info 783  [00:20:24.352] Different program with same set of files:: structureIsReused:: 2
Info 784  [00:20:26.143] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 785  [00:20:26.165] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 150 structureChanged: false Elapsed: 22.587167978286743ms
Info 786  [00:20:26.166] Different program with same set of files:: structureIsReused:: 2
Info 787  [00:20:26.167] getCompletionData: Get current token: 0.024389982223510742
Info 788  [00:20:26.167] getCompletionData: Is inside comment: 0.04724991321563721
Info 789  [00:20:26.167] getCompletionData: Get previous token 1: 0.029868006706237793
Info 790  [00:20:26.167] getCompletionsAtPosition: isCompletionListBlocker: 0.3316110372543335
Info 791  [00:20:26.173] getSymbolsFromOtherSourceFileExports: Using cached list
Info 792  [00:20:26.177] getCompletionData: Semantic work: 9.661701917648315
Info 793  [00:20:26.182] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.002761006355286
Info 794  [00:20:26.614] getCompletionData: Get current token: 0.007089018821716309
Info 795  [00:20:26.614] getCompletionData: Is inside comment: 0.016900062561035156
Info 796  [00:20:26.614] getCompletionData: Get previous token 1: 0.009863018989562988
Info 797  [00:20:26.614] getCompletionsAtPosition: isCompletionListBlocker: 0.0130079984664917
Info 798  [00:20:26.622] getSymbolsFromOtherSourceFileExports: Using cached list
Info 799  [00:20:26.625] getCompletionData: Semantic work: 11.04771888256073
Info 800  [00:20:26.632] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.08922803401947
Info 801  [00:20:26.639] getCompletionData: Get current token: 0.009754061698913574
Info 802  [00:20:26.639] getCompletionData: Is inside comment: 0.025022029876708984
Info 803  [00:20:26.639] getCompletionData: Get previous token 1: 0.015226006507873535
Info 804  [00:20:26.639] getCompletionsAtPosition: isCompletionListBlocker: 0.025686979293823242
Info 805  [00:20:26.643] getSymbolsFromOtherSourceFileExports: Using cached list
Info 806  [00:20:26.646] getCompletionData: Semantic work: 6.049165964126587
Info 807  [00:20:26.653] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.197510004043579
Info 808  [00:20:27.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 809  [00:20:27.160] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 151 structureChanged: true Elapsed: 44.76719808578491ms
Info 810  [00:20:27.160] Different program with same set of files:: structureIsReused:: 1
Info 811  [00:20:27.587] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 812  [00:20:27.649] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 152 structureChanged: true Elapsed: 62.03828299045563ms
Info 813  [00:20:27.649] Different program with same set of files:: structureIsReused:: 1
Info 814  [00:20:27.651] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 815  [00:20:27.667] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 153 structureChanged: true Elapsed: 15.892606019973755ms
Info 816  [00:20:27.667] Different program with same set of files:: structureIsReused:: 1
Info 817  [00:20:27.851] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 818  [00:20:27.984] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 154 structureChanged: true Elapsed: 133.48224997520447ms
Info 819  [00:20:27.985] Different program with same set of files:: structureIsReused:: 1
Info 820  [00:20:27.986] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 821  [00:20:28.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 155 structureChanged: true Elapsed: 18.502720952033997ms
Info 822  [00:20:28.005] Different program with same set of files:: structureIsReused:: 1
Info 823  [00:20:28.361] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 824  [00:20:28.420] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 156 structureChanged: true Elapsed: 59.318414092063904ms
Info 825  [00:20:28.420] Different program with same set of files:: structureIsReused:: 1
Info 826  [00:20:28.563] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 827  [00:20:28.626] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 157 structureChanged: true Elapsed: 62.71256697177887ms
Info 828  [00:20:28.626] Different program with same set of files:: structureIsReused:: 1
Info 829  [00:20:29.047] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 830  [00:20:29.098] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 158 structureChanged: true Elapsed: 50.129562973976135ms
Info 831  [00:20:29.098] Different program with same set of files:: structureIsReused:: 1
Info 832  [00:20:29.099] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 833  [00:20:29.132] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 159 structureChanged: true Elapsed: 32.48869299888611ms
Info 834  [00:20:29.132] Different program with same set of files:: structureIsReused:: 1
Info 835  [00:20:29.434] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 836  [00:20:29.502] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 160 structureChanged: true Elapsed: 68.00381803512573ms
Info 837  [00:20:29.502] Different program with same set of files:: structureIsReused:: 1
Info 838  [00:20:31.125] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 839  [00:20:31.166] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 161 structureChanged: true Elapsed: 40.7734010219574ms
Info 840  [00:20:31.166] Different program with same set of files:: structureIsReused:: 1
Info 841  [00:20:31.570] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 842  [00:20:31.635] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 162 structureChanged: true Elapsed: 64.07173097133636ms
Info 843  [00:20:31.635] Different program with same set of files:: structureIsReused:: 1
Info 844  [00:20:31.791] Before ensureProjectForOpenFiles:
Info 845  [00:20:31.792] After ensureProjectForOpenFiles:
Info 846  [00:20:31.792] got projects updated in background, updating diagnostics for /home/steiner/school-work/watchlist/frontend/src/router/index.js
Info 847  [00:20:32.292] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 848  [00:20:32.350] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 163 structureChanged: true Elapsed: 58.04758298397064ms
Info 849  [00:20:32.350] Different program with same set of files:: structureIsReused:: 1
Info 850  [00:20:36.071] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 851  [00:20:36.099] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 164 structureChanged: false Elapsed: 27.77496600151062ms
Info 852  [00:20:36.100] Different program with same set of files:: structureIsReused:: 2
Info 853  [00:20:36.314] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 854  [00:20:36.328] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 165 structureChanged: false Elapsed: 13.793734908103943ms
Info 855  [00:20:36.328] Different program with same set of files:: structureIsReused:: 2
Info 856  [00:20:36.847] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 857  [00:20:36.865] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 166 structureChanged: false Elapsed: 18.231804966926575ms
Info 858  [00:20:36.866] Different program with same set of files:: structureIsReused:: 2
Info 859  [00:20:37.055] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 860  [00:20:37.062] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 167 structureChanged: false Elapsed: 6.243481993675232ms
Info 861  [00:20:37.062] Different program with same set of files:: structureIsReused:: 2
Info 862  [00:20:38.286] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 863  [00:20:38.306] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 168 structureChanged: false Elapsed: 19.933624982833862ms
Info 864  [00:20:38.306] Different program with same set of files:: structureIsReused:: 2
Info 865  [00:20:38.309] getCompletionData: Get current token: 0.06160902976989746
Info 866  [00:20:38.309] getCompletionData: Is inside comment: 0.15755105018615723
Info 867  [00:20:38.309] getCompletionData: Get previous token 1: 0.0940558910369873
Info 868  [00:20:38.310] getCompletionData: Get previous token 2: 0.11168205738067627
Info 869  [00:20:38.310] getCompletionsAtPosition: isCompletionListBlocker: 0.019855976104736328
Info 870  [00:20:38.600] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 871  [00:20:38.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 169 structureChanged: false Elapsed: 8.50251591205597ms
Info 872  [00:20:38.608] Different program with same set of files:: structureIsReused:: 2
Info 873  [00:20:39.541] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 874  [00:20:39.562] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 170 structureChanged: false Elapsed: 21.225406050682068ms
Info 875  [00:20:39.563] Different program with same set of files:: structureIsReused:: 2
Info 876  [00:20:39.565] getCompletionData: Get current token: 0.038578033447265625
Info 877  [00:20:39.565] getCompletionData: Is inside comment: 0.11796808242797852
Info 878  [00:20:39.566] getCompletionData: Get previous token 1: 0.0897679328918457
Info 879  [00:20:39.566] getCompletionsAtPosition: isCompletionListBlocker: 0.05984997749328613
Info 880  [00:20:39.575] getSymbolsFromOtherSourceFileExports: Using cached list
Info 881  [00:20:39.580] getCompletionData: Semantic work: 14.502457022666931
Info 882  [00:20:39.586] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.703016042709351
Info 883  [00:20:39.987] getCompletionData: Get current token: 0.008080005645751953
Info 884  [00:20:39.987] getCompletionData: Is inside comment: 0.03122103214263916
Info 885  [00:20:39.987] getCompletionData: Get previous token 1: 0.03560996055603027
Info 886  [00:20:39.987] getCompletionsAtPosition: isCompletionListBlocker: 0.015858054161071777
Info 887  [00:20:39.990] getSymbolsFromOtherSourceFileExports: Using cached list
Info 888  [00:20:39.993] getCompletionData: Semantic work: 6.099738955497742
Info 889  [00:20:39.997] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.8060100078582764
Info 890  [00:20:40.001] getCompletionData: Get current token: 0.008061051368713379
Info 891  [00:20:40.001] getCompletionData: Is inside comment: 0.031119108200073242
Info 892  [00:20:40.001] getCompletionData: Get previous token 1: 0.029742956161499023
Info 893  [00:20:40.002] getCompletionsAtPosition: isCompletionListBlocker: 0.025894999504089355
Info 894  [00:20:40.004] getSymbolsFromOtherSourceFileExports: Using cached list
Info 895  [00:20:40.006] getCompletionData: Semantic work: 4.6263920068740845
Info 896  [00:20:40.016] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.555240988731384
Info 897  [00:20:40.719] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 898  [00:20:40.735] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 171 structureChanged: false Elapsed: 15.842485070228577ms
Info 899  [00:20:40.735] Different program with same set of files:: structureIsReused:: 2
Info 900  [00:20:41.175] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 901  [00:20:41.180] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 172 structureChanged: false Elapsed: 4.717927932739258ms
Info 902  [00:20:41.180] Different program with same set of files:: structureIsReused:: 2
Info 903  [00:20:41.653] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 904  [00:20:41.685] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 173 structureChanged: false Elapsed: 32.555699944496155ms
Info 905  [00:20:41.685] Different program with same set of files:: structureIsReused:: 2
Info 906  [00:20:42.103] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
